1|374.54,796.543,950.714,183.435,731.994,779.691,598.659,596.85,156.019,445.833,155.995,99.9749,58.0836,459.249,866.176,333.709,601.115,142.867,708.073,650.888,20.5845,56.4116,969.91,721.999,832.443,938.553,212.339,0.778765,181.825,992.212,183.405,617.482,304.242,611.653,524.756,7.06631,431.945,23.0624,291.229,524.775,611.853,399.861,139.494,46.6657,292.145,973.756,366.362,232.771,456.07,90.6064,785.176,618.386,199.674,382.462,514.234,983.231,592.415,466.763,46.4504,859.94,607.545,680.308,170.524,450.499,65.0516,13.265,948.886,942.202,965.632,563.288,808.397,385.417,304.614,15.9663,97.6721,230.894,684.233,241.025,440.152,683.264,122.038,609.997,495.177,833.195,34.3885,173.365,909.32,391.061,258.78,182.236,662.522,755.361,311.711,425.156,520.068,207.942,546.71,567.7,184.854,31.3133,969.585,842.285,775.133,449.754,939.499,395.15,894.827,926.659,597.9,727.272,921.874,326.541,88.4925,570.444,195.983,520.834,45.2273,961.172,325.33,844.534,388.677,747.32,271.349,539.692,828.737,586.751,356.753,965.255|Random Vector
2|280.935,607.034,542.696,275.999,140.924,296.273,802.197,165.267,74.5506,15.6364,986.887,423.401,772.245,394.882,198.716,293.488,5.52212,14.0798,815.461,198.842,706.857,711.342,729.007,790.176,771.27,605.96,74.0446,926.301,358.466,651.077,115.869,914.96,863.103,850.039,623.298,449.451,330.898,95.4101,63.5583,370.818,310.982,668.841,325.183,665.922,729.606,591.298,637.557,274.722,887.213,561.243,472.215,382.927,119.594,971.712,713.245,848.914,760.785,721.729,561.277,235.985,770.967,256.068,493.796,40.4336,522.733,710.663,427.541,110.891,25.4191,439.337,107.891,201.719,31.4292,895.764,636.41,475.37,314.356,563.276,508.571,695.516,907.566,139.331,249.292,604.417,410.383,539.841,755.551,203.061,228.798,942.854,76.9799,598.865,289.751,694.785,161.221,880.468,929.698,624.354,808.12,295.634,633.404,105.494,871.461,456.535,803.672,218.44,186.57,416.51,892.559,883.28,539.342,324.345,807.44,122.088,896.091,356.298,318.003,906.828,110.052,272.132,227.935,647.69,427.108,0.520377,818.015,352.569,860.731,304.781|Random Vector
3|6.95213,164.656,510.747,534.089,417.411,484.83,222.108,692.436,119.865,269.412,337.615,244.126,942.91,168.291,323.203,218.764,518.791,558.102,703.019,403.836,363.63,64.8923,971.782,253.915,962.447,246.876,251.782,696.304,497.249,712.271,300.878,148.087,284.84,997.74,36.8869,266.781,609.564,976.615,502.679,411.037,51.4788,33.0507,278.646,345.071,908.266,634.351,239.562,680.705,144.895,530.935,489.453,447.783,985.65,552.893,242.055,592.697,672.136,80.8533,761.62,369.654,237.638,242.16,728.216,803.14,367.783,470.301,632.306,983.423,633.53,398.824,535.775,816.432,90.2898,798.345,835.302,150.718,320.78,508.199,186.519,695.813,40.7751,858.359,590.893,325.959,677.564,220.241,16.5878,711.15,512.093,809.501,226.496,348.666,645.173,96.1766,174.366,940.523,690.938,397.572,386.735,517.751,936.73,837.71,137.521,675.69,341.066,735.216,113.474,209.072,924.694,541.448,877.339,695.784,257.942,228.55,659.984,174.955,817.222,982.168,555.201,516.636,529.651,260.829,241.852,996.254,93.1028,965.419,897.216,558.293|Random Vector
4|900.418,882.636,633.101,188.707,339.03,278.871,349.21,700.358,725.956,846.661,897.11,856.324,887.086,404.508,779.875,887.77,642.032,850.928,84.14,935.635,161.629,785.341,898.554,668.988,606.429,580.687,9.19705,372.283,101.472,940.133,663.502,973.664,5.06159,283.921,160.808,305.364,548.734,485.614,691.895,448.424,651.961,994.457,224.269,175.925,712.179,18.0754,237.249,493.894,325.4,178.823,746.491,366.469,649.633,744.171,849.223,720.94,657.613,308.061,568.309,542.54,93.6748,508.814,367.716,636.333,265.202,250.462,243.99,589.871,973.011,978.893,393.098,486.742,892.047,906.099,631.139,434.394,794.811,350.078,502.637,645.103,576.904,668.924,492.518,864.168,195.243,230.185,722.452,499.193,280.772,572.004,24.316,768.554,645.472,43.6038,177.111,994.551,940.459,469.945,953.929,279.56,914.864,883.494,370.159,747.719,15.4566,953.072,928.319,330.75,428.184,552.765,966.655,572.292,963.62,980.332,853.009,75.3463,294.449,305.697,385.098,190.911,851.137,268.475,316.922,485.28,169.493,372.687,556.801,394.691|Random Vector
5|936.155,844.213,696.03,930.017,570.061,70.4161,97.1765,208.919,615.007,671.144,990.054,358.647,140.084,254.164,518.33,295.291,877.373,322.551,740.769,848.67,697.016,136.621,702.484,708.911,359.491,552.82,293.592,296.51,809.361,419.781,810.113,256.207,867.072,611.514,913.241,81.5942,511.342,5.18486,501.516,627.894,798.295,194.274,649.964,70.9409,701.967,396.784,795.793,50.7685,890.005,886.617,337.995,27.6168,375.583,578.865,93.9819,438.474,578.28,672.026,35.9423,328.153,465.598,155.042,542.645,981.841,286.541,838.934,590.833,860.405,30.5003,250.251,37.3482,38.8347,822.601,303.266,360.191,537.082,127.061,326.651,522.243,827.869,769.994,271.543,215.821,965.252,622.891,457.265,85.3475,842.023,51.6817,194.38,531.355,411.354,540.635,699.512,637.43,138.353,726.091,132.745,975.852,969.537,516.3,714.595,322.956,41.0675,795.186,398.821,270.832,433.521,438.971,744.043,78.4564,250.861,25.3507,184.334,962.648,80.873,835.98,428.314,695.974,688.5,408.953,58.1936,173.294,915.214,156.437,442.352,250.243,239.787|Random Vector
6|549.227,93.8733,714.596,182.866,660.197,934.614,279.934,638.271,954.865,516.696,737.897,657.111,554.354,435.673,611.721,730.039,419.6,47.7161,247.731,566.037,355.973,158.646,757.846,120.165,14.3935,341.88,116.073,91.7991,46.0026,94.157,40.7288,311.413,855.461,979.511,703.658,175.33,474.174,17.1611,97.8342,763.364,491.616,806.913,473.472,346.304,173.202,464.674,433.852,649.774,398.505,48.0589,615.85,949.146,635.094,886.68,45.304,260.894,374.613,15.3045,625.86,933.436,503.136,501.04,856.49,539.377,658.694,683.964,162.934,615.851,70.5687,943.892,642.419,944.252,26.5113,867.199,585.776,636.404,940.23,800.949,575.474,677.168,388.17,573.367,643.288,128.5,458.253,811.204,545.617,820.639,941.465,625.94,386.103,820.427,961.191,651.485,905.351,206.684,195.791,273.961,69.3613,214.589,100.778,377.259,18.2218,38.9631,94.443,618.254,683.007,336.554,71.1886,655.723,318.976,385.397,844.875,681.614,23.2719,340.625,814.469,260.695,281.855,496.037,118.165,692.89,696.737,348.337,628.943,936.648,877.472,39.1863|Random Vector
7|735.071,417.946,803.481,967.581,282.035,547.972,177.44,423.471,750.615,568.52,806.835,575.925,990.505,731.648,412.618,127.69,372.018,250.016,776.413,580.544,340.804,867.117,930.757,561.867,858.413,238.597,428.994,679.845,750.871,739.909,754.543,238.236,103.124,377.729,902.553,534.327,505.252,496.561,826.457,389.618,320.05,297.635,895.523,99.9849,389.202,53.4853,10.8376,958.542,905.382,847.143,91.2867,354.905,319.314,956.801,950.062,676.77,950.607,482.521,573.438,493.026,631.837,83.2844,448.446,91.7041,293.211,602.441,328.665,553.703,672.518,212.728,752.375,946.195,791.579,781.296,789.618,113.465,91.2061,930.929,494.42,974.248,57.5588,995.931,549.529,55.8712,441.53,737.036,887.704,545.916,350.915,705.831,117.067,968.652,142.992,688.03,761.511,836.964,618.218,866.869,101.123,838.481,84.1068,426.091,700.969,222.576,72.763,396.652,821.86,891.897,706.242,146.605,81.3488,513.326,84.8377,233.228,986.64,581.305,374.271,863.138,370.642,880.36,812.8,236.685,947.249,907.694,986.001,591.889,753.378,350.218|Random Vector
8|376.26,708.181,83.5007,481.667,777.147,377.988,558.404,705.084,424.222,248.724,906.354,330.253,111.197,434.452,492.625,253.682,11.3536,405.202,468.661,571.473,56.3033,740.974,118.818,767.195,117.526,822.79,649.21,744.212,746.045,681.039,583.369,237.506,962.173,400.223,374.871,477.715,285.712,82.8913,868.599,528.37,223.596,436.336,963.223,802.109,12.1545,977.901,969.879,556.005,43.1599,322.686,891.143,43.4008,527.701,924.643,992.965,919.116,73.7966,252.99,553.854,695.411,969.303,75.4345,523.098,166.215,629.399,216.809,695.749,294.494,454.541,995.831,627.558,696.925,584.314,384.202,901.158,737.101,45.4464,915.254,280.963,958.702,950.411,57.8639,890.264,394.522,455.657,106.756,620.133,335.66,277.381,169.68,188.121,646.848,463.698,388.268,353.352,229.395,583.656,265.938,77.7346,360.345,974.395,259.95,986.211,453.241,698.162,32.316,536.096,279.764,309.528,411.207,813.795,602.782,684.731,270.958,162.617,133.185,910.927,76.2004,822.537,940.532,949.8,416.639,725.719,581.163,613.415,919.177,418.243,82.7484|Random Vector
9|932.728,876.661,866.064,551.588,45.2187,164.834,26.367,411.255,376.463,777.602,810.553,480.37,987.276,985.286,150.417,376.739,594.131,749.578,380.891,392.989,969.914,829.164,842.119,569.081,838.329,63.5118,468.693,36.8219,414.82,133.852,273.407,13.672,56.3755,75.3591,864.722,691.714,812.901,534.346,999.718,749.911,996.637,913.166,555.432,585.15,768.987,726.121,944.766,757.081,849.647,377.851,247.348,241.085,450.544,205.045,129.159,251.442,954.051,274.732,606.175,207.228,228.643,878.221,671.701,756.999,618.128,46.8965,358.163,268.672,113.558,22.1847,671.573,498.165,520.308,476.211,772.318,831.371,520.163,307.777,852.182,816.386,551.907,967.974,560.938,88.4082,876.654,791.818,403.483,589.956,134.015,480.046,28.7827,420.536,755.137,784.668,620.31,639.361,704.08,805.045,212.964,903.151,136.371,617.264,14.5447,980.463,350.588,608.088,589.918,636.644,392.244,554.816,437.475,91.0021,904.159,726.397,348.255,547.446,513.99,450.91,783.653,910.471,396.543,297.959,622.087,523.602,862.364,697.642,949.521,796.472|Random Vector
10|147.073,459.347,926.588,842.091,492.116,768.918,258.244,66.236,459.136,45.8613,980.033,620.806,492.618,347.413,328.752,209.131,633.401,579.65,240.146,341.563,75.8633,537.263,128.88,460.119,128.046,584.766,151.903,400.301,138.827,697.668,640.875,180.067,181.88,696.501,345.667,411.661,896.788,874.318,473.962,515.236,667.558,973.11,172.32,601.935,192.289,223.849,40.8686,821.791,168.935,345.083,278.59,347.619,177.01,31.8047,88.7025,548.715,120.636,534.424,460.779,355.991,206.334,894.217,364.27,128.748,503.417,330.1,690.395,321.583,39.3121,92.2906,799.41,481.145,627.9,687.785,81.759,511.657,873.579,156.978,920.872,377.286,61.078,2.59503,276.878,868.301,806.201,84.517,748.26,597.278,184.521,986.257,209.349,536.591,370.472,924.042,484.523,236.117,618.255,759.955,368.914,531.266,462.535,720.516,747.471,62.3414,36.6832,147.739,252.437,133.117,713.35,687.166,895.207,844.441,511.677,749.616,532.113,30.4722,107.172,867.215,447.412,354.147,532.617,397.164,242.471,104.869,269.243,737.405,377.284,182.284|Random Vector
